Leabow,Margaret,Patrick,100,2,Algeciras
Paquette,Kevin,George,100,1,Antwerp
Piercy,Jerry,Lulu,100,3,Barcelona
Cluck,James,Kenneth,100,3,Colombo
Heath,Leigh,Barbara,100,3,Colombo
Combs,George,Carol,100,3,Dalian
Davis,Sandra,Lee,100,0,Dalian
Wible,Bertha,Marie,100,3,Felixstowe
Fujii,Thomas,Robert,100,0,Hamburg
Nichols,Jerome,Doris,100,2,Hamburg
Smith,Jeremy,Sergio,100,0,Hamburg
Strickland,Christopher,Brian,100,1,Hanshin
Gomez,Diana,Kim,100,1,Jawarharlal-Nehru
Neuman,George,Pamela,100,3,Jawarharlal-Nehru
Lavender,Troy,Andrew,100,3,Kaohsiung
Ramos,Dean,Gregory,100,3,Keihin
Barlow,Daniel,William,100,2,Lianyunguang
Dickman,Robert,Tiffany,100,2,Lianyunguang
Lutes,Ruth,Kelly,100,2,Los-Angeles
Mcabee,Weldon,Irene,100,3,Manila
Parker,Angela,Joseph,100,0,Manila
Thomas,Faith,David,100,3,Manila
Meyer,Jose,Carole,100,1,Marsaxlokk
Ford,Jenny,Kathy,100,3,Piraeus
Abdelhamid,John,Betsey,100,2,Rizhao
Latta,Sharon,Timothy,100,3,Rizhao
Bulow,Joseph,Keith,100,1,Shanghai
Dewitt,Francis,Faith,100,2,Shanghai
Mckinney,Steven,Kimberly,100,3,Shenzhen
Sexton,David,Nora,100,0,Shenzhen
Reardon,Samuel,Kim,100,3,Singapore
Barber,Edward,Russell,100,0,Tanjung-Priok
Gilmore,Dorthy,Robert,100,0,Tokyo
Comer,Helen,Robyn,101,2,Algeciras
Howell,Jerry,Anthony,101,2,Algeciras
Philbeck,James,Michael,101,3,Algeciras
Berrier,Richard,Steven,101,1,Cai
Glasper,Tami,Carol,101,3,Cai
Kershaw,Zelma,Karen,101,2,Cai
Hill,Raymond,Lauren,101,2,Dongguan
Folmar,Carmelita,Dale,101,0,GuangzhouHarbor
Lazaro,Winfred,Robert,101,2,GuangzhouHarbor
Carpenter,Rachel,Mary,101,3,Hamburg
Moore,Michael,Pat,101,0,Ho-Chi-Minh
Price,Carrol,Raymond,101,1,Ho-Chi-Minh
Wallace,Peggy,Thomas,101,0,Ho-Chi-Minh
Martin,June,William,101,0,HongKong
Greenbaum,David,Gregory,101,1,Jawarharlal-Nehru
Sullivan,Donna,Jonathan,101,0,Jebel
Ash,Edith,Nicholas,101,2,Jeddah
Robertson,Elizabeth,Ruby,101,1,Jeddah
Schiavone,Kevin,Jackie,101,2,Kaohsiung
Lawrence,Jessie,Kris,101,3,Keihin
Parker,Robby,Richard,101,0,Keihin
Haralson,Pamela,Bertha,101,3,Klang
Holm,Leon,Conrad,101,2,Laem-Chabang
Vasquez,George,Peggy,101,1,Los-Angeles
White,Imogene,Lillian,101,2,Manila
Collar,Wm,Evelyn,101,0,New-Jersey
Lafrance,Alexander,William,101,0,NingboZhoushan
Robinson,Stephanie,Sheila,101,3,NingboZhoushan
Violet,Susan,Jacob,101,3,Qingdao
Borja,John,Tom,101,0,Rizhao
Marchant,Harold,Samuel,101,0,Rizhao
Shurts,Ronald,Samuel,101,2,Rizhao
Wang,Mabel,Noel,101,1,Rotterdam
Brady,Mitch,Nicole,101,0,Salalah
Delosantos,Ida,Gary,101,1,Salalah
Lheureux,Shirley,Henry,101,3,Savannah
Donohue,Fred,Bettye,101,0,Shanghai
Halls,Harry,Mary,101,1,Shanghai
Gosa,Lee,Nicole,101,3,Shenzhen
Weston,Helen,Wade,101,3,Shenzhen
Crume,Sophie,Patricia,101,2,Tanjung-Pelepas
Kim,Kelly,Jennifer,101,0,Tanjung-Pelepas
Williams,Alva,Tina,101,1,Tanjung-Priok
Gonzalez,Margaret,Denise,101,1,Tokyo
Hickman,Connie,Bridget,101,2,Tokyo
Barton,Jason,Steven,101,2,Yingkou
Dalton,Nick,Kathryn,101,3,Yingkou
Hallowell,Heather,Robert,102,3,Algeciras
Mancini,Cheryl,Rosa,102,1,Antwerp
Germano,Kimberly,Herbert,102,0,Bremen
Flynn,Susana,David,102,3,Busan
Wilson,Ronnie,Janice,102,2,Colombo
Christy,Barry,Thomas,102,1,Dalian
Shone,James,Emily,102,1,Dalian
Babbitt,Vicky,Donald,102,1,Dongguan
Ogden,Shirley,Amy,102,0,HongKong
Carthen,Karen,Alice,102,2,Jawarharlal-Nehru
Patterson,Morgan,Wendy,102,3,Jawarharlal-Nehru
Lee,Pearl,Gene,102,2,Jebel
Ruiz,Wendell,Laura,102,1,Jeddah
Tilley,William,Susan,102,2,Klang
Soltys,William,Teresa,102,1,Laem-Chabang
Chacon,Elizabeth,Verna,102,0,Lianyunguang
Haley,David,Jayme,102,3,Los-Angeles
Kaufman,Kenneth,Thomas,102,0,Los-Angeles
Martin,Nicholas,Joycelyn,102,3,Manila
Clewis,Melvin,Elizabeth,102,2,Marsaxlokk
Schulz,Shawn,Meghan,102,3,Mundra
Chen,Stephanie,Hugh,102,3,NingboZhoushan
Griffin,Clarence,David,102,0,NingboZhoushan
Castillo,John,David,102,0,Piraeus
Shea,Elizabeth,Diane,102,0,Piraeus
Denery,Glenn,Beverly,102,2,Qingdao
Roosevelt,George,Bobby,102,0,Rotterdam
Reed,Alejandra,Daniel,102,0,Salalah
Batchelor,Janet,Anthony,102,1,Savannah
Atkins,Jim,John,102,3,Shanghai
Jordan,Antonio,Lonnie,102,1,Shanghai
Friedle,Thomas,Maria,102,2,Singapore
Boyer,William,Mary,102,0,Tanjung-Pelepas
Johnson,Robin,Carmen,102,0,Vancouver
Brown,Nancy,Danny,103,3,Algeciras
Dawson,Katherine,David,103,1,Algeciras
Howell,Alba,Philip,103,3,Algeciras
Haffey,Janet,Thomas,103,2,Barcelona
Daines,Mary,Lydia,103,2,Busan
Flett,Amber,Clayton,103,0,Cai
Friscia,Kara,Summer,103,2,Cai
Sanchez,Sharon,David,103,2,Dalian
Smith,William,Dorothy,103,1,Dalian
Morton,Modesta,Barbara,103,0,Dongguan
Lewis,Alfredo,Aubrey,103,2,Hanshin
Eddington,James,Ann,103,2,Jeddah
Cooper,Ronald,Barbara,103,3,Keihin
Thomas,Henry,Xenia,103,2,Los-Angeles
Stewart,Edward,Max,103,1,Manila
Mills,Randy,Martha,103,2,NingboZhoushan
Balla,Herman,Megan,103,3,Shanghai
Rodriguez,Maribel,Alice,103,2,Shenzhen
Dominguez,Mario,Doris,103,1,Tanger-Med
Swinney,Priscilla,Donna,103,1,Tianjin
Floyd,Daniel,Rachel,103,3,Tokyo
Brown,Stefan,Grace,103,2,Xiamen
Petro,William,Herman,104,1,Algeciras
Ivy,Brian,Juan,104,1,Antwerp
Morris,Michelle,Scott,104,2,Antwerp
Whittle,Judy,Leland,104,3,Antwerp
Clem,Ronald,James,104,0,Barcelona
Aliaga,Andres,Sarah,104,1,Bremen
Hays,Penelope,Edward,104,0,Busan
Shedd,Carmelo,Milissa,104,2,Colon
Shelton,Reynaldo,Marie,104,3,Colon
Dunn,David,Margaret,104,2,Dalian
Mullenix,Jackie,Cheryl,104,3,Dalian
Ruiz,Denise,Christopher,104,3,Dalian
Dobrinin,Matthew,Elois,104,2,Hamburg
Brown,Tasha,Willie,104,2,Hanshin
Banister,Lauren,Juan,104,0,HongKong
Haring,Mary,Richard,104,1,Jebel
Ambrose,Henry,Ralph,104,2,Jeddah
Oldaker,Lucas,Martha,104,1,Keihin
Green,Brandy,Janie,104,0,Los-Angeles
Hill,Leo,Mary,104,3,Los-Angeles
Mcneil,Rose,Jarrod,104,2,Manila
Tyler,Florine,Neva,104,0,New-Jersey
Drew,Christine,Brenda,104,0,Piraeus
Stanphill,Patrick,Paul,104,1,Qingdao
Cates,Tim,William,104,0,Rotterdam
Pierson,Linda,Kristine,104,0,Rotterdam
Shield,Marc,Thomas,104,2,Rotterdam
Gonzalez,Kevin,Evelyn,104,3,Salalah
Antolin,Juan,Ralph,104,3,Santos
Corey,Philip,Marsha,104,0,Santos
Flores,Richard,Brent,104,1,Santos
Miller,Bessie,Charles,104,2,Santos
Mercado,Christina,Peter,104,3,Singapore
Moore,Marcie,Kenneth,104,0,Singapore
Johnson,Sofia,David,104,2,Tanger-Med
Smeltzer,Patricia,Maureen,104,3,Tanger-Med
Semple,Travis,Mark,104,0,Tanjung-Pelepas
Groom,Bessie,Timothy,104,1,Tanjung-Priok
Merriman,Vincent,Michael,104,3,Tianjin
Bryant,Lucy,Allen,104,2,Vancouver
Deuell,Jerry,Jean,104,2,Vancouver
Courter,Barbara,Annabelle,104,3,Xiamen
Williams,Errol,Brian,104,1,Xiamen
Zimmermann,Colin,Mary,104,2,Xiamen
Rodriguez,Walter,Lori,104,2,Yingkou
Delaney,Paula,Virginia,105,3,Algeciras
Patterson,Micheal,Leslie,105,2,Algeciras
Pilcher,Vera,Christopher,105,2,Antwerp
Plungy,James,James,105,3,Dalian
Hernandez,Kim,Brianna,105,2,Felixstowe
Gonzalez,Pattie,Christian,105,3,Fuzhou
Linton,James,Mary,105,3,Fuzhou
Osborn,Clinton,Patrick,105,3,Fuzhou
Harrison,Wallace,Ilona,105,3,Hamburg
Thompson,John,Antonia,105,1,Hanshin
Christy,Delmer,Judy,105,0,Jawarharlal-Nehru
Gross,Marie,Bobbie,105,1,Laem-Chabang
Meyer,Vilma,Gary,105,3,Laem-Chabang
Sloan,James,Nancy,105,0,Mundra
Aveado,Anthony,Libby,105,2,New-Jersey
Rousseau,Rose,Jacklyn,105,1,New-Jersey
Perryman,Shelly,Michelle,105,0,Qingdao
Micale,Patricia,Greg,105,1,Rizhao
Middleton,Matthew,Carl,105,0,Rizhao
Bridges,Lisa,Horace,105,3,Rotterdam
Dudgeon,James,Jordan,105,1,Rotterdam
Randolph,Jonathan,Nina,105,1,Rotterdam
Delafuente,Savannah,Betty,105,1,Salalah
Harding,Gerardo,Thomas,105,1,Santos
Owens,Candace,Ted,105,1,Santos
Mckinney,Richard,Deborah,105,0,Savannah
Head,Jason,Sherri,105,2,Shanghai
Cole,Adam,Robert,105,3,Singapore
Reeder,Veronica,Charles,105,2,Singapore
Turner,Tiffany,Elvis,105,1,Singapore
Dugger,Barbara,Christen,105,3,Tianjin
Cheung,Mario,Goldie,106,2,Algeciras
Macintyre,Hung,Harry,106,3,Algeciras
Shirley,Glenda,Kimberly,106,2,Algeciras
Gunstream,Brandy,Sally,106,1,Antwerp
Shaw,Robert,Benita,106,3,Bremen
Thomas,Cheryl,Domingo,106,2,Colombo
Nunes,Myrtle,Coleman,106,2,Colon
Racine,Lois,Sandra,106,1,Dalian
Griffin,Yevette,Charles,106,0,Fuzhou
Mitchell,Ronald,Nancy,106,0,Fuzhou
Norton,Timothy,Brandon,106,3,Fuzhou
Sternberg,Jill,Camille,106,2,GuangzhouHarbor
Gates,John,Steven,106,3,Hamburg
Bender,Benjamin,Charlie,106,2,Ho-Chi-Minh
Phang,Donald,Yvette,106,3,Ho-Chi-Minh
Jones,Maurice,Mark,106,0,HongKong
Ross,Douglas,Gregory,106,3,HongKong
Harris,Frances,Felipe,106,2,Jeddah
Luna,Gary,Michael,106,3,Jeddah
Young,Elizabeth,Mary,106,0,Jeddah
