Perry,Daniel,Rosie,100,2,Algeciras
Shannon,Chauncey,George,100,2,Algeciras
Arnold,Ana,Dorothy,100,1,Barcelona
Hanover,Evelyn,Judith,100,3,Barcelona
Shadle,Margaret,Charles,100,1,Bremen
Bonilla,Lori,Calvin,100,0,Colombo
Santana,Jacqueline,John,100,2,Colombo
Davis,Mary,Judith,100,3,Colon
Nunes,Nicole,Ann,100,1,Felixstowe
Shoup,Mary,Christine,100,2,Fuzhou
Cole,Matthew,Tawanda,100,2,Hamburg
Trible,Blanche,Dominique,100,1,Hamburg
Langer,Kim,Valarie,100,0,Hanshin
Stuart,Barbara,Benjamin,100,0,Ho-Chi-Minh
Rooney,Michael,Cynthia,100,1,Jebel
Gorecki,Joel,Shirley,100,3,Jeddah
Smith,Shannon,Elizabeth,100,2,Jeddah
Jones,Catherine,Suzanne,100,0,Kaohsiung
Crawford,Brenda,Gwen,100,2,Keihin
Johnson,Miles,Dorothy,100,1,Klang
Price,Jennifer,Linda,100,0,Laem-Chabang
Hutt,John,David,100,0,Lianyunguang
Winders,William,Jeremy,100,0,Lianyunguang
Johnson,Michael,Gertrude,100,0,Long-Beach
Chard,Harvey,Michael,100,2,Manila
Channell,Crystal,Misty,100,1,Marsaxlokk
Henry,Maureen,Ronda,100,1,Mundra
Robinson,Mark,Anna,100,3,Mundra
Dillon,Gail,Rebecca,100,1,Piraeus
Gonzalez,Frank,Irma,100,2,Qingdao
Ratliff,Darin,Edward,100,2,Salalah
Randall,Angela,Marta,100,2,Santos
Tanner,Matthew,Thomas,100,3,Santos
Adams,Donna,Hong,100,3,Shenzhen
Morrison,Kelly,Danny,100,0,Shenzhen
Krall,Joaquin,Mary,100,1,Tanjung-Pelepas
Prue,William,Mathew,100,2,Tanjung-Pelepas
Killough,David,Leslie,100,0,Tanjung-Priok
Francis,Amy,Roy,100,0,Tianjin
Perry,Sarah,John,100,1,Tianjin
Decker,Fannie,Brent,100,0,Tokyo
Williams,Joseph,Lynn,100,3,Vancouver
Jacobsen,Cynthia,Cassidy,100,0,Xiamen
Poage,Robert,Masako,100,3,Xiamen
Reece,Mae,William,100,1,Xiamen
Brown,George,Carmen,100,0,Yingkou
Hetrick,Katherine,Enrique,100,3,Yingkou
Mohabir,Deborah,Robyn,100,2,Yingkou
Whitehead,Amber,Holly,101,0,Antwerp
Howard,Lilia,Jay,101,3,Barcelona
Reed,Jacob,Valarie,101,0,Bremen
Jaremka,Robby,Franklin,101,1,Busan
Heiskell,Cleveland,Karl,101,1,Colon
Mcmurtry,Irene,Joe,101,1,Colon
Castillo,Jack,Crystal,101,3,Dalian
Supernaw,Richard,Paula,101,1,Dalian
