Tyson,Jeremy,Benjamin,100,2,Bremen
Lombardi,Judy,Eva,100,0,Colon
Madden,Rebecca,Alfred,100,3,Colon
Sutton,Dudley,Consuelo,100,3,Colon
Reeves,Ashley,Tameka,100,1,Dalian
Miller,Dawn,Geoffrey,100,1,GuangzhouHarbor
Brezenski,Bryan,Dorothy,100,1,Hamburg
Green,Lorenzo,Norman,100,2,Hanshin
Kendrick,Sharon,Lettie,100,2,Ho-Chi-Minh
Hill,Mae,Robin,100,0,HongKong
Boynton,Fred,Leonard,100,3,Jebel
Winters,Debra,Jennifer,100,0,Jebel
Mccall,Gregory,Pamela,100,0,Kaohsiung
Primeaux,Kristopher,Harold,100,1,Laem-Chabang
Clark,Larry,Laura,100,2,Marsaxlokk
Mcdonald,Cordell,Stefanie,100,2,Marsaxlokk
Williams,Donald,Donald,100,1,Mundra
Williams,Raymond,Fay,100,3,Mundra
Boone,Caroline,Edward,100,1,New-Jersey
Burt,Michelle,William,100,1,NingboZhoushan
Ramsey,John,Brenda,100,0,NingboZhoushan
Steadman,Carlos,Shantay,100,3,Piraeus
Ward,Kenneth,Kenneth,100,0,Salalah
Bridges,Rudolph,Harris,100,0,Santos
Hopson,Rodney,Dora,100,0,Santos
Christian,Jackie,Karen,100,2,Savannah
Fassett,Anna,Eric,100,0,Savannah
Fuller,Keith,William,100,1,Savannah
Milam,Sarah,Isaiah,100,3,Savannah
Waldvogel,Jose,Helen,100,1,Singapore
Johnson,Peter,Deja,100,3,Tokyo
Rodgers,Jack,Willie,100,1,Vancouver
Cox,Josephine,David,100,0,Xiamen
Williams,Amy,Tami,100,0,Xiamen
Riggs,Raymond,Harry,100,1,Yingkou
Do,William,Elena,101,3,Barcelona
Keith,Amanda,Matthew,101,3,Colon
Jones,Miriam,Gerald,101,3,Dalian
Pinegar,Alexandra,Julia,101,3,Dalian
Cooper,Melinda,Betty,101,0,Dongguan
Berg,John,Krista,101,3,Felixstowe
Thorton,Terry,Wilson,101,0,Felixstowe
Aponte,Chris,Johanna,101,1,GuangzhouHarbor
Buchholz,Wendell,David,101,2,GuangzhouHarbor
Gales,Christopher,Cleveland,101,1,GuangzhouHarbor
Meissner,Susan,James,101,3,Hamburg
Constable,Forrest,Alva,101,0,Ho-Chi-Minh
Rosmarin,Michael,Florida,101,0,Ho-Chi-Minh
Cole,Kay,Richard,101,1,HongKong
Turnipseed,Billy,Virgie,101,0,HongKong
