Mixon,David,Jeffrey,395,2,NingboZhoushan
Galloway,Darlene,Philip,260,2,Shenzhen
Murley,Ruby,Juan,367,1,Long-Beach
Warren,Sharon,Evie,301,2,Barcelona
Craig,Luis,Ivan,459,3,Manila
Pafford,John,Yvonne,399,3,Long-Beach
Stanton,Gloria,Kirk,387,1,Kaohsiung
Salazar,Ronald,Elena,350,3,Jawarharlal-Nehru
Huertas,Vincent,Edward,163,1,Salalah
Miller,Donna,Andrew,438,3,Santos
Mcneely,Penny,Carolina,472,2,Kaohsiung
Kitchens,Myrna,William,202,3,NingboZhoushan
Laing,Flora,Wanda,385,0,Shenzhen
Bohman,Bryan,Geraldine,169,0,Tanjung-Priok
Figueroa,Randy,Merle,231,0,Keihin
Staub,Jeremy,Maria,361,2,Savannah
Gifford,Leroy,Phillip,483,2,Jeddah
Rodriguez,Ernesto,Nicholas,349,1,Marsaxlokk
Pope,Andrew,Andrew,449,2,Dalian
Nathaniel,Robin,Everett,174,2,Antwerp
Pena,Dorothy,Robert,254,2,Savannah
Schilling,Brandon,Fred,352,3,Salalah
Geffre,Herbert,Patrick,339,1,Cai
Johnson,Arturo,Haley,161,3,Shenzhen
Ortega,Karren,Marvin,381,1,Ho-Chi-Minh
Rodriguez,Clayton,Philip,364,2,Klang
Scott,Phyllis,Margaret,147,0,Los-Angeles
Limbaugh,Dean,Raymond,386,1,Cai
Goodwin,Paul,Velma,411,0,Colon
Means,Clara,Larry,136,1,Tanger-Med
Savage,Carol,Shawn,279,3,New-Jersey
Perez,Susan,Bradley,314,1,Klang
Mcbeth,William,Myron,136,1,Tanjung-Pelepas
Cox,Jene,Giovanni,303,1,Long-Beach
Knox,Dawn,Janelle,236,0,Salalah
Obrien,Jaime,Jerry,363,2,New-Jersey
Johnson,Guy,Virginia,147,3,Piraeus
Neal,Fred,Andrew,477,1,Tianjin
Wesley,Della,Peggy,284,1,Laem-Chabang
Cundiff,William,Mary,234,1,Dalian
Zertuche,Willie,Erick,251,1,Rotterdam
Hodge,Bettie,Hugo,305,1,Barcelona
Starcher,Patrick,Latasha,154,1,Santos
Cantrelle,Grover,William,471,0,Piraeus
Tarrant,Phyllis,Kenneth,115,1,Cai
Holloway,Chandra,Grace,152,2,Xiamen
Blevins,Arthur,Dennis,450,0,Fuzhou
Lovingood,Gertrude,Mary,244,2,Piraeus
Werner,Betty,David,390,0,Klang
Ward,Israel,Frankie,390,2,Marsaxlokk
Lowe,Dee,Jennie,310,0,Hamburg
Marschke,Leona,Cedric,353,1,Qingdao
Eison,Melanie,Carol,424,0,Tianjin
Geiger,Dell,William,456,0,Shanghai
Miller,Crystal,Gail,249,1,Piraeus
Banta,Kristi,Willie,143,2,Cai
Porras,Sherwood,Teresa,410,2,Singapore
Miller,Brenda,Tiffany,400,3,Shenzhen
Tynes,Susan,Laura,252,0,Jeddah
Walton,Mark,Latina,396,3,Laem-Chabang
Amini,Travis,Teresa,442,0,Los-Angeles
Mattox,Susan,Brooke,321,0,Rizhao
Litzenberg,Elizabeth,Armando,257,0,Busan
Klemke,Jeannette,Frank,490,1,Klang
Kirkpatrick,Vincent,Catherine,298,0,Bremen
Holcomb,Rudolph,Helen,375,1,Fuzhou
May,Jane,Annette,291,0,Savannah
Mcgrew,Michael,Kim,436,1,Mundra
Nicholson,Margaret,David,392,2,Bremen
Simmons,Cynthia,Hazel,248,0,Shenzhen
Lindley,Catherine,Ada,237,2,Cai
Garner,Dustin,James,107,3,Los-Angeles
Savini,Duane,Robert,300,0,HongKong
Nagel,Mary,Joseph,314,0,Qingdao
Sallade,Vikki,Scott,434,3,NingboZhoushan
Hankins,Michael,Samantha,249,3,Yingkou
Clemon,Alexis,Flora,342,2,Kaohsiung
Spencer,Celia,Chelsea,318,1,Klang
Danger,James,Letha,243,1,Cai
Arias,Ivy,Robert,472,2,Tanger-Med
Coley,Daniel,William,159,1,Rotterdam
Howard,Rosa,Orville,308,1,Tanjung-Pelepas
Nicholson,Thomas,Genevieve,116,3,Long-Beach
Charles,Michael,Luis,353,2,Keihin
Mccullough,Michael,John,318,0,Fuzhou
Smith,William,Dorothy,103,1,Dalian
Dan,Kevin,Emily,157,1,Klang
Pietrowski,Carlos,Jessica,352,1,Hamburg
Richardson,Ricky,Jennifer,486,1,Laem-Chabang
Archer,Jeremy,Julie,423,1,Long-Beach
Hilson,Michael,Mary,368,1,Klang
Chavez,Juanita,Julie,108,3,Keihin
Mehserle,Melissa,Beatrice,167,0,Rizhao
Nieland,Debra,Juanita,205,1,Jeddah
Woelfel,James,Evan,378,0,Tanger-Med
Bolduc,Lula,Ron,310,3,Manila
Rodriguez,Debra,Paul,427,3,Xiamen
Rice,Rafael,Stephanie,381,0,Los-Angeles
Ybarra,Jeff,Carol,245,1,Busan
Hiles,Lilly,Walter,471,3,New-Jersey
